Date,Site ID,POC,Daily Max 1-hour NO2 Concentration,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,SITE_LATITUDE,SITE_LONGITUDE
01/27/2019,60370002,2,23.1,22,Azusa,24,100,34.1365,-117.92391
01/28/2019,60370002,2,48.8,45,Azusa,24,100,34.1365,-117.92391
01/29/2019,60370002,2,59.7,56,Azusa,24,100,34.1365,-117.92391
01/30/2019,60370002,2,31.7,29,Azusa,24,100,34.1365,-117.92391
01/31/2019,60370002,2,31.8,29,Azusa,24,100,34.1365,-117.92391
02/01/2019,60370002,2,30,28,Azusa,24,100,34.1365,-117.92391
02/02/2019,60370002,2,19.1,18,Azusa,24,100,34.1365,-117.92391
02/03/2019,60370002,2,10.1,9,Azusa,24,100,34.1365,-117.92391
02/04/2019,60370002,2,20.8,19,Azusa,24,100,34.1365,-117.92391
02/05/2019,60370002,2,17.2,16,Azusa,23,96,34.1365,-117.92391
02/06/2019,60370002,2,18.3,17,Azusa,22,92,34.1365,-117.92391
02/07/2019,60370002,2,30.6,28,Azusa,24,100,34.1365,-117.92391
02/08/2019,60370002,2,30.2,28,Azusa,24,100,34.1365,-117.92391
02/09/2019,60370002,2,9.5,8,Azusa,24,100,34.1365,-117.92391
02/10/2019,60370002,2,11.6,10,Azusa,24,100,34.1365,-117.92391
02/11/2019,60370002,2,14.1,13,Azusa,24,100,34.1365,-117.92391
02/12/2019,60370002,2,26,25,Azusa,24,100,34.1365,-117.92391
02/13/2019,60370002,2,42.1,40,Azusa,24,100,34.1365,-117.92391
02/14/2019,60370002,2,14.9,13,Azusa,24,100,34.1365,-117.92391
02/15/2019,60370002,2,18,17,Azusa,24,100,34.1365,-117.92391
02/16/2019,60370002,2,11.9,10,Azusa,24,100,34.1365,-117.92391
02/17/2019,60370002,2,14,13,Azusa,24,100,34.1365,-117.92391
02/18/2019,60370002,2,21.7,20,Azusa,24,100,34.1365,-117.92391
02/19/2019,60370002,2,34.3,32,Azusa,23,96,34.1365,-117.92391
02/20/2019,60370002,2,24.8,23,Azusa,24,100,34.1365,-117.92391
02/21/2019,60370002,2,23.4,22,Azusa,24,100,34.1365,-117.92391
02/22/2019,60370002,2,26.6,25,Azusa,24,100,34.1365,-117.92391
02/23/2019,60370002,2,18.4,17,Azusa,24,100,34.1365,-117.92391
02/24/2019,60370002,2,23.1,22,Azusa,24,100,34.1365,-117.92391
02/25/2019,60370002,2,42,40,Azusa,24,100,34.1365,-117.92391
02/26/2019,60370002,2,39.1,37,Azusa,24,100,34.1365,-117.92391
02/27/2019,60370002,2,31.7,29,Azusa,24,100,34.1365,-117.92391
02/28/2019,60370002,2,29.6,27,Azusa,24,100,34.1365,-117.92391
03/01/2019,60370002,2,32.9,30,Azusa,24,100,34.1365,-117.92391
03/02/2019,60370002,2,33.8,31,Azusa,24,100,34.1365,-117.92391
03/03/2019,60370002,2,11.7,10,Azusa,24,100,34.1365,-117.92391
03/04/2019,60370002,2,18.8,17,Azusa,24,100,34.1365,-117.92391
03/05/2019,60370002,2,35.3,33,Azusa,24,100,34.1365,-117.92391
03/06/2019,60370002,2,15.5,14,Azusa,22,92,34.1365,-117.92391
03/07/2019,60370002,2,23.5,22,Azusa,24,100,34.1365,-117.92391
03/08/2019,60370002,2,15.7,14,Azusa,24,100,34.1365,-117.92391
03/09/2019,60370002,2,10.7,9,Azusa,24,100,34.1365,-117.92391
03/10/2019,60370002,2,10.6,9,Azusa,24,100,34.1365,-117.92391
03/11/2019,60370002,2,23.8,22,Azusa,24,100,34.1365,-117.92391
03/12/2019,60370002,2,21.8,20,Azusa,24,100,34.1365,-117.92391
03/13/2019,60370002,2,17.5,16,Azusa,24,100,34.1365,-117.92391
03/14/2019,60370002,2,37.4,35,Azusa,24,100,34.1365,-117.92391
03/15/2019,60370002,2,38.8,36,Azusa,24,100,34.1365,-117.92391
03/16/2019,60370002,2,46.3,43,Azusa,24,100,34.1365,-117.92391
03/17/2019,60370002,2,12.6,11,Azusa,24,100,34.1365,-117.92391
03/18/2019,60370002,2,33.1,31,Azusa,24,100,34.1365,-117.92391
03/19/2019,60370002,2,38,36,Azusa,18,75,34.1365,-117.92391
03/20/2019,60370002,2,12.9,11,Azusa,24,100,34.1365,-117.92391
03/21/2019,60370002,2,13.4,12,Azusa,24,100,34.1365,-117.92391
03/22/2019,60370002,2,22.7,21,Azusa,24,100,34.1365,-117.92391
03/23/2019,60370002,2,10.9,9,Azusa,24,100,34.1365,-117.92391
03/24/2019,60370002,2,12.1,11,Azusa,24,100,34.1365,-117.92391
03/25/2019,60370002,2,30.2,28,Azusa,24,100,34.1365,-117.92391
03/26/2019,60370002,2,43.4,41,Azusa,24,100,34.1365,-117.92391
03/27/2019,60370002,2,26,25,Azusa,24,100,34.1365,-117.92391
03/28/2019,60370002,2,17.3,16,Azusa,24,100,34.1365,-117.92391
03/29/2019,60370002,2,19.6,18,Azusa,24,100,34.1365,-117.92391
03/30/2019,60370002,2,24.2,23,Azusa,24,100,34.1365,-117.92391
03/31/2019,60370002,2,16.6,15,Azusa,24,100,34.1365,-117.92391
04/01/2019,60370002,2,39.3,37,Azusa,24,100,34.1365,-117.92391
04/02/2019,60370002,2,29.4,27,Azusa,24,100,34.1365,-117.92391
04/03/2019,60370002,2,19.2,18,Azusa,24,100,34.1365,-117.92391
04/04/2019,60370002,2,13.9,12,Azusa,24,100,34.1365,-117.92391
04/05/2019,60370002,2,12.3,11,Azusa,24,100,34.1365,-117.92391
04/06/2019,60370002,2,12.7,11,Azusa,24,100,34.1365,-117.92391
04/07/2019,60370002,2,27.5,25,Azusa,24,100,34.1365,-117.92391
04/08/2019,60370002,2,32.9,30,Azusa,24,100,34.1365,-117.92391
04/09/2019,60370002,2,31.5,29,Azusa,24,100,34.1365,-117.92391
04/10/2019,60370002,2,18.5,17,Azusa,24,100,34.1365,-117.92391
04/11/2019,60370002,2,31,29,Azusa,24,100,34.1365,-117.92391
04/12/2019,60370002,2,19.6,18,Azusa,24,100,34.1365,-117.92391
04/13/2019,60370002,2,25.5,24,Azusa,24,100,34.1365,-117.92391
04/14/2019,60370002,2,21.6,20,Azusa,24,100,34.1365,-117.92391
04/15/2019,60370002,2,30.2,28,Azusa,24,100,34.1365,-117.92391
04/16/2019,60370002,2,19.1,18,Azusa,24,100,34.1365,-117.92391
04/17/2019,60370002,2,22.3,21,Azusa,23,96,34.1365,-117.92391
04/18/2019,60370002,2,30.2,28,Azusa,24,100,34.1365,-117.92391
04/19/2019,60370002,2,36.2,34,Azusa,24,100,34.1365,-117.92391
04/20/2019,60370002,2,10.6,9,Azusa,24,100,34.1365,-117.92391
04/21/2019,60370002,2,10.1,9,Azusa,24,100,34.1365,-117.92391
04/22/2019,60370002,2,20.2,19,Azusa,24,100,34.1365,-117.92391
04/23/2019,60370002,2,31.3,29,Azusa,24,100,34.1365,-117.92391
04/24/2019,60370002,2,28.8,26,Azusa,23,96,34.1365,-117.92391
04/25/2019,60370002,2,27,25,Azusa,24,100,34.1365,-117.92391
04/26/2019,60370002,2,22.9,21,Azusa,23,96,34.1365,-117.92391
04/27/2019,60370002,2,13,12,Azusa,24,100,34.1365,-117.92391
04/28/2019,60370002,2,12,11,Azusa,24,100,34.1365,-117.92391
04/29/2019,60370002,2,16.6,15,Azusa,24,100,34.1365,-117.92391
04/30/2019,60370002,2,16.9,15,Azusa,23,96,34.1365,-117.92391
05/01/2019,60370002,2,25.9,24,Azusa,19,79,34.1365,-117.92391
05/02/2019,60370002,2,30.4,28,Azusa,24,100,34.1365,-117.92391
05/03/2019,60370002,2,21.6,20,Azusa,24,100,34.1365,-117.92391
05/04/2019,60370002,2,15,14,Azusa,24,100,34.1365,-117.92391
05/05/2019,60370002,2,10,9,Azusa,24,100,34.1365,-117.92391
05/06/2019,60370002,2,16.7,15,Azusa,24,100,34.1365,-117.92391
05/07/2019,60370002,2,13.4,12,Azusa,24,100,34.1365,-117.92391
05/08/2019,60370002,2,19.3,18,Azusa,24,100,34.1365,-117.92391
05/09/2019,60370002,2,18,17,Azusa,24,100,34.1365,-117.92391
05/10/2019,60370002,2,14.9,13,Azusa,24,100,34.1365,-117.92391
05/11/2019,60370002,2,21.5,20,Azusa,24,100,34.1365,-117.92391
05/12/2019,60370002,2,10.4,9,Azusa,24,100,34.1365,-117.92391
05/13/2019,60370002,2,17.9,16,Azusa,24,100,34.1365,-117.92391
05/14/2019,60370002,2,16.9,15,Azusa,24,100,34.1365,-117.92391
05/15/2019,60370002,2,15.8,14,Azusa,24,100,34.1365,-117.92391
05/16/2019,60370002,2,11.6,10,Azusa,18,75,34.1365,-117.92391
05/17/2019,60370002,2,13.7,12,Azusa,24,100,34.1365,-117.92391
05/18/2019,60370002,2,14.7,13,Azusa,24,100,34.1365,-117.92391
05/19/2019,60370002,2,5.9,5,Azusa,24,100,34.1365,-117.92391
05/20/2019,60370002,2,13.5,12,Azusa,24,100,34.1365,-117.92391
05/21/2019,60370002,2,14.3,13,Azusa,24,100,34.1365,-117.92391
05/22/2019,60370002,2,23.8,22,Azusa,24,100,34.1365,-117.92391
05/23/2019,60370002,2,13.7,12,Azusa,22,92,34.1365,-117.92391
05/24/2019,60370002,2,16.8,15,Azusa,18,75,34.1365,-117.92391
05/25/2019,60370002,2,20.3,19,Azusa,24,100,34.1365,-117.92391
05/26/2019,60370002,2,6.5,6,Azusa,24,100,34.1365,-117.92391
05/27/2019,60370002,2,8.2,8,Azusa,24,100,34.1365,-117.92391
05/28/2019,60370002,2,15.1,14,Azusa,19,79,34.1365,-117.92391
05/30/2019,60370002,2,20.1,19,Azusa,22,92,34.1365,-117.92391
05/31/2019,60370002,2,14.6,13,Azusa,20,83,34.1365,-117.92391
06/01/2019,60370002,2,12.2,11,Azusa,24,100,34.1365,-117.92391
06/02/2019,60370002,2,11,10,Azusa,24,100,34.1365,-117.92391
06/03/2019,60370002,2,16.7,15,Azusa,24,100,34.1365,-117.92391
06/04/2019,60370002,2,18.2,17,Azusa,24,100,34.1365,-117.92391
06/05/2019,60370002,2,18.8,17,Azusa,24,100,34.1365,-117.92391
06/06/2019,60370002,2,18.2,17,Azusa,24,100,34.1365,-117.92391
06/07/2019,60370002,2,18.4,17,Azusa,24,100,34.1365,-117.92391
06/08/2019,60370002,2,14,13,Azusa,24,100,34.1365,-117.92391
06/09/2019,60370002,2,16.6,15,Azusa,24,100,34.1365,-117.92391
06/10/2019,60370002,2,36.3,34,Azusa,24,100,34.1365,-117.92391
06/11/2019,60370002,2,33.4,31,Azusa,24,100,34.1365,-117.92391
06/12/2019,60370002,2,23,22,Azusa,24,100,34.1365,-117.92391
06/13/2019,60370002,2,16.8,15,Azusa,24,100,34.1365,-117.92391
06/14/2019,60370002,2,16.5,15,Azusa,24,100,34.1365,-117.92391
06/15/2019,60370002,2,12.5,11,Azusa,24,100,34.1365,-117.92391
06/16/2019,60370002,2,9,8,Azusa,24,100,34.1365,-117.92391
06/17/2019,60370002,2,16.8,15,Azusa,24,100,34.1365,-117.92391
06/18/2019,60370002,2,19.5,18,Azusa,24,100,34.1365,-117.92391
06/19/2019,60370002,2,15.7,14,Azusa,24,100,34.1365,-117.92391
06/20/2019,60370002,2,15.9,14,Azusa,24,100,34.1365,-117.92391
06/21/2019,60370002,2,13.6,12,Azusa,24,100,34.1365,-117.92391
06/22/2019,60370002,2,9.2,8,Azusa,24,100,34.1365,-117.92391
06/23/2019,60370002,2,10,9,Azusa,24,100,34.1365,-117.92391
06/24/2019,60370002,2,18.2,17,Azusa,24,100,34.1365,-117.92391
06/25/2019,60370002,2,15.7,14,Azusa,24,100,34.1365,-117.92391
06/26/2019,60370002,2,18.1,17,Azusa,24,100,34.1365,-117.92391
06/27/2019,60370002,2,18.4,17,Azusa,21,88,34.1365,-117.92391
06/28/2019,60370002,2,22.7,21,Azusa,24,100,34.1365,-117.92391
06/29/2019,60370002,2,30.3,28,Azusa,24,100,34.1365,-117.92391
06/30/2019,60370002,2,21.4,20,Azusa,24,100,34.1365,-117.92391
07/01/2019,60370002,2,28.6,26,Azusa,24,100,34.1365,-117.92391
07/02/2019,60370002,2,19.2,18,Azusa,24,100,34.1365,-117.92391
07/03/2019,60370002,2,13.7,12,Azusa,24,100,34.1365,-117.92391
07/04/2019,60370002,2,16.4,15,Azusa,24,100,34.1365,-117.92391
07/05/2019,60370002,2,16.3,15,Azusa,24,100,34.1365,-117.92391
07/06/2019,60370002,2,13.6,12,Azusa,24,100,34.1365,-117.92391
07/07/2019,60370002,2,8.5,8,Azusa,24,100,34.1365,-117.92391
07/08/2019,60370002,2,18.5,17,Azusa,24,100,34.1365,-117.92391
07/09/2019,60370002,2,22.6,21,Azusa,24,100,34.1365,-117.92391
07/10/2019,60370002,2,30.4,28,Azusa,24,100,34.1365,-117.92391
07/11/2019,60370002,2,28.2,26,Azusa,24,100,34.1365,-117.92391
07/12/2019,60370002,2,33.9,31,Azusa,24,100,34.1365,-117.92391
07/13/2019,60370002,2,24.5,23,Azusa,24,100,34.1365,-117.92391
07/14/2019,60370002,2,16.6,15,Azusa,24,100,34.1365,-117.92391
07/15/2019,60370002,2,37,35,Azusa,24,100,34.1365,-117.92391
07/16/2019,60370002,2,33.3,31,Azusa,24,100,34.1365,-117.92391
07/17/2019,60370002,2,17.6,16,Azusa,22,92,34.1365,-117.92391
07/18/2019,60370002,2,15,14,Azusa,24,100,34.1365,-117.92391
07/19/2019,60370002,2,17.3,16,Azusa,21,88,34.1365,-117.92391
07/20/2019,60370002,2,13.7,12,Azusa,24,100,34.1365,-117.92391
07/21/2019,60370002,2,20.9,19,Azusa,24,100,34.1365,-117.92391
07/22/2019,60370002,2,26.9,25,Azusa,24,100,34.1365,-117.92391
07/23/2019,60370002,2,35.4,33,Azusa,24,100,34.1365,-117.92391
07/24/2019,60370002,2,37.7,35,Azusa,24,100,34.1365,-117.92391
07/25/2019,60370002,2,34.6,32,Azusa,24,100,34.1365,-117.92391
07/26/2019,60370002,2,30.7,28,Azusa,24,100,34.1365,-117.92391
07/27/2019,60370002,2,33.8,31,Azusa,24,100,34.1365,-117.92391
07/28/2019,60370002,2,21.7,20,Azusa,24,100,34.1365,-117.92391
07/29/2019,60370002,2,26.7,25,Azusa,24,100,34.1365,-117.92391
07/30/2019,60370002,2,21.4,20,Azusa,24,100,34.1365,-117.92391
07/31/2019,60370002,2,25.1,24,Azusa,24,100,34.1365,-117.92391
08/01/2019,60370002,2,34.6,32,Azusa,24,100,34.1365,-117.92391
08/02/2019,60370002,2,37.5,35,Azusa,24,100,34.1365,-117.92391
08/03/2019,60370002,2,30.2,28,Azusa,24,100,34.1365,-117.92391
08/04/2019,60370002,2,20.1,19,Azusa,24,100,34.1365,-117.92391
08/05/2019,60370002,2,30.5,28,Azusa,24,100,34.1365,-117.92391
08/06/2019,60370002,2,26.4,25,Azusa,24,100,34.1365,-117.92391
08/07/2019,60370002,2,24.1,23,Azusa,19,79,34.1365,-117.92391
08/08/2019,60370002,2,31.6,29,Azusa,24,100,34.1365,-117.92391
08/09/2019,60370002,2,33.4,31,Azusa,24,100,34.1365,-117.92391
08/10/2019,60370002,2,28.5,26,Azusa,24,100,34.1365,-117.92391
08/11/2019,60370002,2,14.5,13,Azusa,24,100,34.1365,-117.92391
08/12/2019,60370002,2,25.4,24,Azusa,24,100,34.1365,-117.92391
08/13/2019,60370002,2,35.3,33,Azusa,24,100,34.1365,-117.92391
08/14/2019,60370002,2,39.3,37,Azusa,24,100,34.1365,-117.92391
08/15/2019,60370002,2,31.5,29,Azusa,24,100,34.1365,-117.92391
08/16/2019,60370002,2,27.2,25,Azusa,24,100,34.1365,-117.92391
08/17/2019,60370002,2,14.6,13,Azusa,24,100,34.1365,-117.92391
08/18/2019,60370002,2,13.1,12,Azusa,24,100,34.1365,-117.92391
08/19/2019,60370002,2,25.6,24,Azusa,24,100,34.1365,-117.92391
08/20/2019,60370002,2,31,29,Azusa,24,100,34.1365,-117.92391
08/21/2019,60370002,2,40.3,38,Azusa,24,100,34.1365,-117.92391
08/22/2019,60370002,2,35.1,33,Azusa,24,100,34.1365,-117.92391
08/23/2019,60370002,2,19.4,18,Azusa,24,100,34.1365,-117.92391
08/24/2019,60370002,2,27.2,25,Azusa,24,100,34.1365,-117.92391
08/25/2019,60370002,2,21.2,20,Azusa,24,100,34.1365,-117.92391
08/26/2019,60370002,2,34.8,32,Azusa,24,100,34.1365,-117.92391
08/27/2019,60370002,2,30.5,28,Azusa,24,100,34.1365,-117.92391
08/28/2019,60370002,2,19.5,18,Azusa,24,100,34.1365,-117.92391
08/29/2019,60370002,2,29.8,27,Azusa,22,92,34.1365,-117.92391
08/30/2019,60370002,2,34.2,32,Azusa,21,88,34.1365,-117.92391
08/31/2019,60370002,2,29,27,Azusa,24,100,34.1365,-117.92391
09/01/2019,60370002,2,18.8,17,Azusa,24,100,34.1365,-117.92391
09/02/2019,60370002,2,16.3,15,Azusa,24,100,34.1365,-117.92391
09/03/2019,60370002,2,33.5,31,Azusa,24,100,34.1365,-117.92391
09/04/2019,60370002,2,39.2,37,Azusa,24,100,34.1365,-117.92391
09/05/2019,60370002,2,42.1,40,Azusa,24,100,34.1365,-117.92391
09/06/2019,60370002,2,27.2,25,Azusa,24,100,34.1365,-117.92391
09/07/2019,60370002,2,29,27,Azusa,24,100,34.1365,-117.92391
09/08/2019,60370002,2,18.3,17,Azusa,24,100,34.1365,-117.92391
09/09/2019,60370002,2,18.1,17,Azusa,24,100,34.1365,-117.92391
09/10/2019,60370002,2,11.5,10,Azusa,24,100,34.1365,-117.92391
09/11/2019,60370002,2,23.4,22,Azusa,24,100,34.1365,-117.92391
09/12/2019,60370002,2,38.9,36,Azusa,24,100,34.1365,-117.92391
09/13/2019,60370002,2,47.8,44,Azusa,24,100,34.1365,-117.92391
09/14/2019,60370002,2,39.3,37,Azusa,24,100,34.1365,-117.92391
09/15/2019,60370002,2,31.9,29,Azusa,24,100,34.1365,-117.92391
09/16/2019,60370002,2,30.2,28,Azusa,24,100,34.1365,-117.92391
09/17/2019,60370002,2,25.9,24,Azusa,24,100,34.1365,-117.92391
09/18/2019,60370002,2,26.2,25,Azusa,24,100,34.1365,-117.92391
09/19/2019,60370002,2,19.7,18,Azusa,24,100,34.1365,-117.92391
09/20/2019,60370002,2,19.7,18,Azusa,24,100,34.1365,-117.92391
09/21/2019,60370002,2,23.2,22,Azusa,24,100,34.1365,-117.92391
09/22/2019,60370002,2,24,23,Azusa,24,100,34.1365,-117.92391
09/23/2019,60370002,2,29.8,27,Azusa,24,100,34.1365,-117.92391
09/24/2019,60370002,2,35.7,33,Azusa,24,100,34.1365,-117.92391
09/25/2019,60370002,2,34.8,32,Azusa,24,100,34.1365,-117.92391
09/26/2019,60370002,2,16.4,15,Azusa,24,100,34.1365,-117.92391
09/27/2019,60370002,2,21.1,20,Azusa,24,100,34.1365,-117.92391
09/28/2019,60370002,2,16.9,15,Azusa,24,100,34.1365,-117.92391
09/29/2019,60370002,2,11.5,10,Azusa,24,100,34.1365,-117.92391
09/30/2019,60370002,2,19.6,18,Azusa,24,100,34.1365,-117.92391
10/01/2019,60370002,2,15.3,14,Azusa,24,100,34.1365,-117.92391
10/02/2019,60370002,2,28.5,26,Azusa,24,100,34.1365,-117.92391
10/03/2019,60370002,2,43.3,41,Azusa,24,100,34.1365,-117.92391
10/04/2019,60370002,2,36.2,34,Azusa,24,100,34.1365,-117.92391
10/05/2019,60370002,2,24.8,23,Azusa,24,100,34.1365,-117.92391
10/06/2019,60370002,2,33.3,31,Azusa,24,100,34.1365,-117.92391
10/07/2019,60370002,2,54.4,51,Azusa,24,100,34.1365,-117.92391
10/08/2019,60370002,2,44,42,Azusa,24,100,34.1365,-117.92391
10/09/2019,60370002,2,25.1,24,Azusa,24,100,34.1365,-117.92391
10/10/2019,60370002,2,37.8,35,Azusa,24,100,34.1365,-117.92391
10/11/2019,60370002,2,22.9,21,Azusa,24,100,34.1365,-117.92391
10/12/2019,60370002,2,31.7,29,Azusa,24,100,34.1365,-117.92391
10/13/2019,60370002,2,25.6,24,Azusa,24,100,34.1365,-117.92391
10/14/2019,60370002,2,21,20,Azusa,24,100,34.1365,-117.92391
10/15/2019,60370002,2,41.8,39,Azusa,24,100,34.1365,-117.92391
10/16/2019,60370002,2,46.4,43,Azusa,24,100,34.1365,-117.92391
10/17/2019,60370002,2,41.2,39,Azusa,24,100,34.1365,-117.92391
10/18/2019,60370002,2,25.2,24,Azusa,24,100,34.1365,-117.92391
10/19/2019,60370002,2,25.6,24,Azusa,24,100,34.1365,-117.92391
10/20/2019,60370002,2,32.5,30,Azusa,24,100,34.1365,-117.92391
10/21/2019,60370002,2,23.3,22,Azusa,24,100,34.1365,-117.92391
10/22/2019,60370002,2,33.9,31,Azusa,24,100,34.1365,-117.92391
10/23/2019,60370002,2,46.1,43,Azusa,24,100,34.1365,-117.92391
10/24/2019,60370002,2,49.8,46,Azusa,24,100,34.1365,-117.92391
10/25/2019,60370002,2,21.5,20,Azusa,24,100,34.1365,-117.92391
10/26/2019,60370002,2,21.8,20,Azusa,24,100,34.1365,-117.92391
10/27/2019,60370002,2,9.8,8,Azusa,24,100,34.1365,-117.92391
10/28/2019,60370002,2,27.7,25,Azusa,24,100,34.1365,-117.92391
10/29/2019,60370002,2,40.1,38,Azusa,24,100,34.1365,-117.92391
10/30/2019,60370002,2,35.6,33,Azusa,24,100,34.1365,-117.92391
10/31/2019,60370002,2,21,20,Azusa,24,100,34.1365,-117.92391
11/01/2019,60370002,2,43.6,41,Azusa,21,88,34.1365,-117.92391
11/02/2019,60370002,2,46.9,43,Azusa,24,100,34.1365,-117.92391
11/03/2019,60370002,2,29,27,Azusa,24,100,34.1365,-117.92391
11/04/2019,60370002,2,49.9,46,Azusa,24,100,34.1365,-117.92391
11/05/2019,60370002,2,55.1,52,Azusa,24,100,34.1365,-117.92391
11/06/2019,60370002,2,46,43,Azusa,24,100,34.1365,-117.92391
11/07/2019,60370002,2,50.9,47,Azusa,24,100,34.1365,-117.92391
11/08/2019,60370002,2,44,42,Azusa,24,100,34.1365,-117.92391
11/09/2019,60370002,2,42.2,40,Azusa,24,100,34.1365,-117.92391
11/10/2019,60370002,2,36.8,34,Azusa,24,100,34.1365,-117.92391
11/11/2019,60370002,2,37.1,35,Azusa,24,100,34.1365,-117.92391
11/12/2019,60370002,2,49.8,46,Azusa,24,100,34.1365,-117.92391
11/13/2019,60370002,2,43.3,41,Azusa,24,100,34.1365,-117.92391
11/14/2019,60370002,2,40.1,38,Azusa,24,100,34.1365,-117.92391
11/15/2019,60370002,2,38,36,Azusa,24,100,34.1365,-117.92391
11/16/2019,60370002,2,35,33,Azusa,24,100,34.1365,-117.92391
11/17/2019,60370002,2,30.2,28,Azusa,24,100,34.1365,-117.92391
11/18/2019,60370002,2,55.1,52,Azusa,24,100,34.1365,-117.92391
11/19/2019,60370002,2,45.2,42,Azusa,24,100,34.1365,-117.92391
11/20/2019,60370002,2,15.5,14,Azusa,24,100,34.1365,-117.92391
11/21/2019,60370002,2,21.4,20,Azusa,24,100,34.1365,-117.92391
11/22/2019,60370002,2,27.6,25,Azusa,24,100,34.1365,-117.92391
11/23/2019,60370002,2,17.9,16,Azusa,24,100,34.1365,-117.92391
11/24/2019,60370002,2,22.8,21,Azusa,24,100,34.1365,-117.92391
11/25/2019,60370002,2,26.9,25,Azusa,24,100,34.1365,-117.92391
11/26/2019,60370002,2,25.8,24,Azusa,24,100,34.1365,-117.92391
11/27/2019,60370002,2,22.9,21,Azusa,24,100,34.1365,-117.92391
11/28/2019,60370002,2,6,6,Azusa,24,100,34.1365,-117.92391
11/29/2019,60370002,2,13.1,12,Azusa,24,100,34.1365,-117.92391
11/30/2019,60370002,2,6.8,6,Azusa,24,100,34.1365,-117.92391
12/01/2019,60370002,2,19.8,18,Azusa,24,100,34.1365,-117.92391
12/02/2019,60370002,2,46.8,43,Azusa,24,100,34.1365,-117.92391
12/03/2019,60370002,2,43.2,41,Azusa,24,100,34.1365,-117.92391
12/04/2019,60370002,2,33.6,31,Azusa,24,100,34.1365,-117.92391
12/05/2019,60370002,2,19.5,18,Azusa,24,100,34.1365,-117.92391
12/06/2019,60370002,2,32.2,30,Azusa,24,100,34.1365,-117.92391
12/07/2019,60370002,2,10.5,9,Azusa,24,100,34.1365,-117.92391
12/08/2019,60370002,2,10.4,9,Azusa,24,100,34.1365,-117.92391
12/09/2019,60370002,2,27.7,25,Azusa,24,100,34.1365,-117.92391
12/10/2019,60370002,2,27.2,25,Azusa,24,100,34.1365,-117.92391
12/11/2019,60370002,2,39.3,37,Azusa,24,100,34.1365,-117.92391
12/12/2019,60370002,2,46.7,43,Azusa,24,100,34.1365,-117.92391
12/13/2019,60370002,2,55.3,52,Azusa,24,100,34.1365,-117.92391
12/14/2019,60370002,2,16.6,15,Azusa,24,100,34.1365,-117.92391
12/15/2019,60370002,2,18.3,17,Azusa,24,100,34.1365,-117.92391
12/16/2019,60370002,2,27.9,25,Azusa,24,100,34.1365,-117.92391
12/17/2019,60370002,2,26.3,25,Azusa,24,100,34.1365,-117.92391
12/18/2019,60370002,2,30.8,28,Azusa,24,100,34.1365,-117.92391
12/19/2019,60370002,2,28.3,26,Azusa,24,100,34.1365,-117.92391
12/20/2019,60370002,2,26.9,25,Azusa,24,100,34.1365,-117.92391
12/21/2019,60370002,2,23.2,22,Azusa,24,100,34.1365,-117.92391
12/22/2019,60370002,2,26.6,25,Azusa,24,100,34.1365,-117.92391
